Export commodity(Tons),commodity_name,Billionaires per Million people,Billionaire_Name,RichestNetworld(Bn),CrimeIndex,SafetyIndex,Spend on Education %,education.spend per student,Gini coefficient(World_bank)%,Gini coefficient(CIA)%,Area(km),Density,Population_Change%,Global_pop%,Population.Rank,GlobalPeaceIndex(GPI)2024(1-5),Safety_index,GDP.Rank,GDP(IMF'24),GDP(UN'22),GDP PER CAPITAL,Population,Country,Year
1.2M,Maize (corn),,,,45.1,54.9,0.063,,25.70%,25.70%,33.8K,91,0.0128,0.04%,139,1.976,67,130,$18.36 Bn,$14.51 Bn,"$6,127",2996110,Moldova,2023
1.2M,Maize (corn),,,,45.1,54.9,0.063,,25.70%,25.70%,33.8K,91,0.0128,0.04%,139,1.976,67,130,$18.36 Bn,$14.51 Bn,"$6,127",2996110,Moldova,2021
1.2M,Maize (corn),,,,45.1,54.9,0.063,,25.70%,25.70%,33.8K,91,0.0128,0.04%,139,1.976,67,130,$18.36 Bn,$14.51 Bn,"$6,127",2996110,Moldova,2021
1.2M,Maize (corn),,,,45.1,54.9,0.063,,25.70%,25.70%,33.8K,91,0.0128,0.04%,139,1.976,67,130,$18.36 Bn,$14.51 Bn,"$6,127",2996110,Moldova,2023
1.2M,Maize (corn),,,,45.1,54.9,0.063,,25.70%,25.70%,33.8K,91,0.0128,0.04%,139,1.976,67,130,$18.36 Bn,$14.51 Bn,"$6,127",2996110,Moldova,2021
1.2M,Maize (corn),,,,45.1,54.9,0.063,,25.70%,25.70%,33.8K,91,0.0128,0.04%,139,1.976,67,130,$18.36 Bn,$14.51 Bn,"$6,127",2996110,Moldova,2021
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2012
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
107.3K,"Onions and shallots, dry (excluding dehydrated)",,,,68.6,31.4,0.055,,36.70%,36.70%,528K,79,0.0293,0.52%,37,3.397,10,131,$16.94 Bn,$11.01 Bn,$406,41773900,Yemen,2014
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2023
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
27.7K,Wheat and meslin flour,,,,,,0.067,,44.90%,44.90%,30.4K,78,0.0111,0.03%,147,2.461,47,167,$2.40 Bn,$2.29 Bn,"$1,013",2363320,Lesotho,2017
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2022
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
121K,Natural rubber in other forms,,,,,,0.023,,35.30%,35.30%,111.4K,60,0.0211,0.07%,117,2.025,45,154,$4.75 Bn,$3.27 Bn,$829,5731210,Liberia,2016
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2002
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
82.5K,Apples,,,,41,59,0.033,,33.50%,33.50%,25.7K,72,0.0051,0.02%,152,1.764,,134,$15.87 Bn,$13.71 Bn,"$8,751",1813790,North Macedonia,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2018
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
100.4K,Unmanufactured tobacco,,,,,,0.033,,38.50%,38.50%,118.5K,236,0.0259,0.28%,62,2.063,53,144,$11.24 Bn,$12.56 Bn,$506,22216100,Malawi,2019
6,"Grapefruit juice, concentrated",,,,56.5,43.5,0.028,,,,13.9K,40,0.0044,0.01%,177,,,138,$14.39 Bn,$12.90 Bn,"$35,704",403033,Bahamas,2022
6,"Grapefruit juice, concentrated",,,,56.5,43.5,0.028,,,,13.9K,40,0.0044,0.01%,177,,,138,$14.39 Bn,$12.90 Bn,"$35,704",403033,Bahamas,2022
6,"Grapefruit juice, concentrated",,,,56.5,43.5,0.028,,,,13.9K,40,0.0044,0.01%,177,,,138,$14.39 Bn,$12.90 Bn,"$35,704",403033,Bahamas,2022
6,"Grapefruit juice, concentrated",,,,56.5,43.5,0.028,,,,13.9K,40,0.0044,0.01%,177,,,138,$14.39 Bn,$12.90 Bn,"$35,704",403033,Bahamas,2022
6,"Grapefruit juice, concentrated",,,,56.5,43.5,0.028,,,,13.9K,40,0.0044,0.01%,177,,,138,$14.39 Bn,$12.90 Bn,"$35,704",403033,Bahamas,2022
6,"Grapefruit juice, concentrated",,,,56.5,43.5,0.028,,,,13.9K,40,0.0044,0.01%,177,,,138,$14.39 Bn,$12.90 Bn,"$35,704",403033,Bahamas,2022
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2018
20.7K,Palm oil,,,,,,0.068,,35.70%,35.70%,71.7K,122,0.0206,0.11%,102,1.993,50,155,$4.56 Bn,$3.48 Bn,$517,8819790,Sierra Leone,2023
